x1,y1,t
85.29104,49.06244,1.7153097798259087
85.23606,49.0402,1.740911418330773
85.17736,48.97392,1.7665130568356373
85.12037,48.9061,1.7921146953405016
85.07017,48.83215,1.817716333845366
85.02178,48.76316,1.8433179723502302
84.98291,48.72035,1.8689196108550945
84.94968,48.68884,1.8945212493599588
84.93664,48.69782,1.9201228878648233
84.9268,48.71575,1.9457245263696876
84.93315,48.77902,1.971326164874552
84.93845,48.85057,1.9969278033794162
84.93858,48.96334,2.0225294418842803
84.93335,49.07912,2.048131080389145
84.9053,49.20763,2.073732718894009
84.87278,49.3346,2.0993343573988734
84.81112,49.45157,2.1249359959037375
84.74737,49.56493,2.150537634408602
84.66771,49.65081,2.176139272913466
84.58812,49.73527,2.2017409114183306
84.50944,49.79756,2.227342549923195
84.43838,49.85338,2.252944188428059
84.40016,49.88122,2.2785458269329237
84.36862,49.90523,2.304147465437788
84.36788,49.91158,2.3297491039426523
84.36923,49.91776,2.3553507424475164
84.38946,49.92241,2.380952380952381
84.41068,49.92729,2.406554019457245
84.43804,49.93364,2.4321556579621095
84.46526,49.93932,2.4577572964669736
84.49125,49.93823,2.483358934971838
84.51551,49.93585,2.508960573476702
84.5249,49.92237,2.5345622119815667
84.53054,49.90629,2.560163850486431
84.51549,49.87581,2.5857654889912953
84.49864,49.84355,2.6113671274961594
84.46712,49.79673,2.636968766001024
84.43555,49.74988,2.662570404505888
84.40284,49.70239,2.6881720430107525
84.37173,49.65723,2.7137736815156166
84.35235,49.62909,2.739375320020481
84.33461,49.60334,2.7649769585253456
84.33038,49.5972,2.7905785970302097
84.32761,49.59317,2.8161802355350742
84.33883,49.60947,2.8417818740399383
84.35038,49.62615,2.867383512544803
84.36605,49.64779,2.892985151049667
84.38084,49.66716,2.9185867895545314
84.38821,49.66758,2.9441884280593955
84.39568,49.66372,2.96979006656426
84.40367,49.63955,2.995391705069124
84.41419,49.61384,3.0209933435739886
84.44007,49.57887,3.0465949820788527
84.46804,49.54361,3.0721966205837172
84.51367,49.50595,3.0977982590885813
84.56062,49.46836,3.123399897593446
84.61474,49.43108,3.14900153609831
84.67065,49.39326,3.1746031746031744
84.74269,49.35055,3.2002048131080385
84.8169,49.30845,3.225806451612903
84.90615,49.27049,3.251408090117767
84.99622,49.2334,3.2770097286226316
85.09892,49.20977,3.302611367127496
85.19675,49.18977,3.32821300563236
85.269,49.18884,3.3538146441372247
85.3394,49.18916,3.379416282642089
85.38787,49.20439,3.4050179211469533
85.43587,49.22025,3.4306195596518174
85.47861,49.24348,3.456221198156682
85.52068,49.26584,3.481822836661546
85.55888,49.28311,3.5074244751664105
85.59483,49.29859,3.5330261136712746
85.61555,49.30198,3.558627752176139
85.63511,49.30424,3.584229390681003
85.63806,49.2907,3.6098310291858677
85.64085,49.27604,3.635432667690732
85.64203,49.24988,3.6610343061955963
85.64404,49.22388,3.6866359447004604
85.65261,49.19914,3.712237583205325
85.66107,49.17524,3.737839221710189
85.66842,49.15909,3.7634408602150535
85.67553,49.14298,3.7890424987199176
85.67746,49.12747,3.814644137224782
85.6799,49.11169,3.8402457757296466
85.68629,49.09384,3.8658474142345107
85.69318,49.0759,3.8914490527393752
85.70545,49.05704,3.9170506912442393
85.71747,49.03825,3.942652329749104
85.72384,49.02087,3.968253968253968
85.72991,49.00404,3.9938556067588324
85.73086,48.9964,4.0194572452636965
85.73242,48.99034,4.045058883768561
85.73942,48.99832,4.070660522273426
85.7471,49.00674,4.09626216077829
85.76191,49.0198,4.121863799283154
85.77672,49.03286,4.147465437788018
85.79638,49.03314,4.173067076292883
85.8153,49.03139,4.198668714797747
85.82912,49.01614,4.224270353302611
85.84292,49.0009,4.249871991807475
85.8531,48.98707,4.27547363031234
85.8633,48.9733,4.301075268817204
85.88046,48.96941,4.326676907322068
85.89921,48.96479,4.352278545826932
85.93369,48.95282,4.377880184331797
85.96886,48.94018,4.403481822836661
86.02495,48.90697,4.429083461341525
86.08151,48.87309,4.45468509984639
86.14432,48.83058,4.480286738351254
86.20721,48.78797,4.505888376856118
86.27137,48.74377,4.5314900153609825
86.33344,48.70102,4.5570916538658475
86.38004,48.66892,4.5826932923707115
86.42613,48.63717,4.608294930875576
86.44693,48.62284,4.63389656938044
86.46684,48.60913,4.659498207885305
86.46579,48.60985,4.685099846390169
86.4639,48.61109,4.710701484895033
86.45357,48.61747,4.736303123399897
86.44284,48.62399,4.761904761904762
86.41871,48.63529,4.787506400409626
86.39432,48.64655,4.81310803891449
86.36222,48.65646,4.838709677419354
86.33065,48.66619,4.864311315924219
86.31118,48.67202,4.889912954429083
86.2924,48.67796,4.915514592933947
86.29042,48.68626,4.941116231438812
86.28845,48.69448,4.966717869943676
86.28668,48.70169,4.99231950844854
86.28419,48.7086,5.017921146953404
86.26475,48.70872,5.043522785458269
86.2441,48.70863,5.0691244239631335
86.21205,48.70662,5.0947260624679975
86.17996,48.70471,5.120327700972862
86.1457,48.70895,5.145929339477727
86.11181,48.71333,5.171530977982591
86.08407,48.72009,5.197132616487455
86.05689,48.72589,5.222734254992319
86.03538,48.72193,5.248335893497184
86.01437,48.71729,5.273937532002048
86.00007,48.70373,5.299539170506912
85.98577,48.69018,5.325140809011776
85.98286,48.67936,5.350742447516641
85.98081,48.66875,5.376344086021505
85.99775,48.66754,5.401945724526369
86.01656,48.66725,5.427547363031233
86.04616,48.67176,5.453149001536098
86.07523,48.67609,5.478750640040962
86.09281,48.67632,5.504352278545826
86.11039,48.67656,5.529953917050691
86.11288,48.66945,5.555555555555555
86.1147,48.66202,5.581157194060419
86.11614,48.65424,5.6067588325652835
86.11758,48.64646,5.6323604710701485
86.13315,48.6422,5.6579621095750126
86.14902,48.63802,5.683563748079877
86.1742,48.62693,5.709165386584741
86.1998,48.61541,5.734767025089606
86.22274,48.5869,5.76036866359447
86.24569,48.5584,5.785970302099334
86.27208,48.51433,5.811571940604198
86.29859,48.46983,5.837173579109063
86.32892,48.42444,5.862775217613927
86.35926,48.37906,5.888376856118791
86.38025,48.33451,5.913978494623655
86.40066,48.29006,5.93958013312852
86.39959,48.25277,5.965181771633384
86.39851,48.21548,5.990783410138248
86.39112,48.19445,6.016385048643113
86.38357,48.17385,6.041986687147977
86.38143,48.1689,6.067588325652841
86.37979,48.1654,6.093189964157705
86.37702,48.16133,6.11879160266257
86.3742,48.15724,6.1443932411674345
86.36669,48.14739,6.1699948796722985
86.35887,48.13717,6.195596518177163
86.35199,48.13585,6.221198156682028
86.34511,48.13458,6.246799795186892
86.33055,48.14008,6.272401433691756
86.31576,48.14577,6.29800307219662
86.2832,48.14364,6.323604710701485
86.24956,48.14103,6.349206349206349
86.20979,48.13649,6.374807987711213
86.16963,48.13182,6.400409626216077
86.1446,48.14293,6.426011264720942
86.12005,48.15454,6.451612903225806
86.1113,48.17833,6.47721454173067
86.10317,48.20251,6.502816180235534
86.09657,48.21905,6.528417818740399
86.08998,48.23558,6.554019457245263
86.0822,48.2353,6.579621095750127
86.07441,48.23474,6.605222734254992
86.07955,48.22446,6.630824372759856
86.0856,48.2135,6.65642601126472
86.10948,48.20313,6.6820276497695845
86.13482,48.19278,6.7076292882744495
86.16072,48.17991,6.733230926779314
86.18662,48.16703,6.758832565284178
86.20546,48.1379,6.784434203789042
86.22323,48.1063,6.810035842293907
86.22814,48.06619,6.835637480798771
86.23287,48.02595,6.861239119303635
86.23761,47.99759,6.886840757808499
86.24234,47.96953,6.912442396313364
86.25856,47.95707,6.938044034818228
86.27615,47.94646,6.963645673323092
86.30276,47.93848,6.989247311827956
86.3306,47.93085,7.014848950332821
86.35797,47.91781,7.040450588837685
86.3853,47.90423,7.066052227342549
86.41225,47.88764,7.091653865847413
86.43916,47.87065,7.117255504352278
86.46685,47.85668,7.142857142857142
86.49462,47.84298,7.168458781362006
86.51837,47.83867,7.194060419866871
86.54195,47.83478,7.2196620583717355
86.54513,47.83908,7.2452636968765995
86.54814,47.84344,7.270865335381464
86.52583,47.84694,7.296466973886329
86.49962,47.8503,7.322068612391193
86.45781,47.8491,7.347670250896057
86.41599,47.84789,7.373271889400921
86.36277,47.84826,7.398873527905786
86.30866,47.84874,7.42447516641065
86.24502,47.84843,7.450076804915514
86.17989,47.84799,7.475678443420378
86.12043,47.83431,7.501280081925243
86.06146,47.8195,7.526881720430107
86.01008,47.78556,7.552483358934971
85.95985,47.74871,7.578084997439835
85.92321,47.70061,7.6036866359447
85.88786,47.65144,7.629288274449564
85.85784,47.59299,7.654889912954428
85.82862,47.53316,7.680491551459293
85.79888,47.4802,7.706093189964157
85.76914,47.42744,7.7316948284690215
85.72604,47.38262,7.7572964669738855
85.68145,47.33869,7.7828981054787505
85.62499,47.3065,7.808499743983615
85.56701,47.27582,7.834101382488479
85.50598,47.25781,7.859703020993343
85.44466,47.24107,7.885304659498208
85.38828,47.22411,7.910906298003072
85.33229,47.20712,7.936507936507936
85.27984,47.16996,7.9621095750128
85.22775,47.1307,7.987711213517665
85.17773,47.07821,8.013312852022528
85.12792,47.02435,8.038914490527393
85.07859,46.97997,8.064516129032258
85.02932,46.93695,8.090117767537121
84.98797,46.91472,8.115719406041986
84.94711,46.89377,8.141321044546851
84.91598,46.88202,8.166922683051714
84.88556,46.87093,8.19252432155658
84.85658,46.86449,8.218125960061444
84.82796,46.85922,8.243727598566307
84.80058,46.85882,8.269329237071172
84.7734,46.85923,8.294930875576036
84.7529,46.86434,8.3205325140809
84.73342,46.87018,8.346134152585766
84.72455,46.88697,8.371735791090629
84.71736,46.9055,8.397337429595494
84.71905,46.92772,8.422939068100359
84.72108,46.9501,8.448540706605222
84.7239,46.96173,8.474142345110087
84.72679,46.97241,8.49974398361495
84.72704,46.9678,8.525345622119815
84.72694,46.96116,8.55094726062468
84.72907,46.94848,8.576548899129543
84.73161,46.9347,8.602150537634408
84.73392,46.92641,8.627752176139273
84.73618,46.91927,8.653353814644136
84.72794,46.92318,8.678955453149001
84.71886,46.92798,8.704557091653864
84.70058,46.93518,8.73015873015873
84.68058,46.94283,8.755760368663594
84.65929,46.94088,8.781362007168457
84.6378,46.93737,8.806963645673322
84.61778,46.92664,8.832565284178187
84.59797,46.91484,8.85816692268305
84.57834,46.90931,8.883768561187916
84.55874,46.90487,8.90937019969278
84.54736,46.90947,8.934971838197644
84.53652,46.91467,8.960573476702509
84.5415,46.91719,8.986175115207372
84.54747,46.91954,9.011776753712237
84.56641,46.91616,9.037378392217102
84.58816,46.91155,9.062980030721965
84.61464,46.90431,9.08858166922683
84.64193,46.89663,9.114183307731695
84.6691,46.8888,9.139784946236558
84.69625,46.88095,9.165386584741423
84.72346,46.87309,9.190988223246286
84.75068,46.86522,9.216589861751151
84.77928,46.85695,9.242191500256016
84.80832,46.84855,9.26779313876088
84.8359,46.84058,9.293394777265744
84.86324,46.83267,9.31899641577061
84.89059,46.82477,9.344598054275473
84.91795,46.81686,9.370199692780337
84.94588,46.80878,9.395801331285202
84.97394,46.80067,9.421402969790066
85.00191,46.79258,9.44700460829493
85.02986,46.7845,9.472606246799794
85.05711,46.77662,9.498207885304659
85.08423,46.76878,9.523809523809524
85.11191,46.76078,9.549411162314387
85.13973,46.75274,9.575012800819252
85.16783,46.74461,9.600614439324117
85.196,46.73647,9.62621607782898
85.22338,46.72855,9.651817716333845
85.25062,46.72068,9.677419354838708
85.2788,46.71253,9.703020993343573
85.3072,46.70432,9.728622631848438
85.33486,46.69632,9.754224270353301
85.3624,46.68836,9.779825908858166
85.38964,46.68048,9.805427547363031
85.41683,46.67262,9.831029185867894
85.44485,46.66452,9.85663082437276
85.47306,46.65636,9.882232462877624
85.50079,46.64835,9.907834101382488
85.52843,46.64036,9.933435739887353
85.55601,46.63238,9.959037378392216
85.58358,46.62441,9.98463901689708
85.61165,46.6163,10.010240655401946
85.63983,46.60815,10.035842293906809
85.66747,46.60016,10.061443932411674
85.69502,46.59219,10.087045570916539
85.72241,46.58427,10.112647209421402
85.74975,46.57637,10.138248847926267
85.77747,46.56836,10.16385048643113
85.80529,46.56031,10.189452124935995
85.83294,46.55232,10.21505376344086
85.86054,46.54434,10.240655401945723
85.88861,46.53622,10.266257040450588
85.91681,46.52807,10.291858678955453
85.94509,46.51989,10.317460317460316
85.9734,46.51171,10.343061955965181
86.00048,46.50388,10.368663594470044
86.0274,46.4961,10.39426523297491
86.0547,46.4882,10.419866871479774
86.08209,46.48028,10.445468509984638
86.1098,46.47227,10.471070148489503
86.13762,46.46423,10.496671786994368
86.16635,46.45592,10.52227342549923
86.19535,46.44754,10.547875064004096
86.22234,46.43974,10.57347670250896
86.249,46.43203,10.599078341013824
86.27633,46.42413,10.624679979518689
86.30385,46.41617,10.650281618023552
86.3323,46.40794,10.675883256528417
86.36105,46.39963,10.701484895033282
86.38871,46.39164,10.727086533538145
86.41615,46.3837,10.75268817204301
86.44345,46.37581,10.778289810547875
86.47071,46.36793,10.803891449052738
86.49831,46.35995,10.829493087557603
86.526,46.35194,10.855094726062466
86.55387,46.34388,10.880696364567331
86.5818,46.33581,10.906298003072196
86.60937,46.32736,10.93189964157706
86.63682,46.31879,10.957501280081924
86.66041,46.3084,10.98310291858679
86.68304,46.29755,11.008704557091653
86.6976,46.28421,11.034306195596518
86.71008,46.27024,11.059907834101383
86.71472,46.2582,11.085509472606246
86.71704,46.24673,11.11111111111111
86.71248,46.24064,11.136712749615974
86.70564,46.23633,11.162314388120839
86.68856,46.24026,11.187916026625704
86.66871,46.24641,11.213517665130567
86.64245,46.26737,11.239119303635432
86.61457,46.29207,11.264720942140297
86.59332,46.32522,11.29032258064516
86.57336,46.36004,11.315924219150025
86.56381,46.38636,11.341525857654888
86.55647,46.41089,11.367127496159753
86.55464,46.42495,11.392729134664618
86.55442,46.43595,11.418330773169481
86.55583,46.44366,11.443932411674346
86.55786,46.45012,11.469534050179211
86.56005,46.45594,11.495135688684075
86.56228,46.46159,11.52073732718894
86.56468,46.46764,11.546338965693804
86.56713,46.47385,11.571940604198668
86.56945,46.47972,11.597542242703533
86.57174,46.48551,11.623143881208396
86.57402,46.49127,11.64874551971326
86.57629,46.49702,11.674347158218126
86.5787,46.50313,11.699948796722989
86.58117,46.50939,11.725550435227854
86.58347,46.51518,11.751152073732719
86.58572,46.52088,11.776753712237582
86.58801,46.52669,11.802355350742447
86.59033,46.53255,11.82795698924731
86.59268,46.53851,11.853558627752175
86.59506,46.54451,11.87916026625704
86.59743,46.55052,11.904761904761903
86.59981,46.55653,11.930363543266768
86.60214,46.56243,11.955965181771633
86.60446,46.5683,11.981566820276496
86.60674,46.57408,12.007168458781361
86.60902,46.57983,12.032770097286226
86.61139,46.58582,12.05837173579109
86.6138,46.59192,12.083973374295955
86.61618,46.59794,12.109575012800818
86.61855,46.60394,12.135176651305683
86.62082,46.6097,12.160778289810548
86.62308,46.6154,12.18637992831541
86.62543,46.62136,12.211981566820276
86.62783,46.62742,12.23758320532514
86.63017,46.63336,12.263184843830004
86.6325,46.63926,12.288786482334869
86.63481,46.64509,12.314388120839732
86.63711,46.65091,12.339989759344597
86.63941,46.65673,12.365591397849462
86.64171,46.66255,12.391193036354325
86.64414,46.66869,12.41679467485919
86.64663,46.67499,12.442396313364055
86.64897,46.68092,12.467997951868918
86.65128,46.68677,12.493599590373783
86.65354,46.69248,12.519201228878647
86.65579,46.69816,12.544802867383511
86.6581,46.70402,12.570404505888376
86.66045,46.70996,12.59600614439324
86.66282,46.71596,12.621607782898105
86.6652,46.72198,12.64720942140297
86.66756,46.72794,12.672811059907833
86.66991,46.73389,12.698412698412698
86.67224,46.73978,12.724014336917563
86.67456,46.74566,12.749615975422426
86.67689,46.75156,12.77521761392729
86.67923,46.75748,12.800819252432154
86.68158,46.76341,12.826420890937019
86.68392,46.76935,12.852022529441884
86.68627,46.77529,12.877624167946747
86.68861,46.78122,12.903225806451612
86.6909,46.78701,12.928827444956477
86.69317,46.79275,12.95442908346134
86.69551,46.79867,12.980030721966205
86.69789,46.80469,13.005632360471068
86.70025,46.81067,13.031233998975933
86.70261,46.81663,13.056835637480798
86.70494,46.82252,13.082437275985662
86.70725,46.82838,13.108038914490526
86.70962,46.83437,13.133640552995391
86.71201,46.84041,13.159242191500255
86.71436,46.84636,13.18484383000512
86.7167,46.85228,13.210445468509985
86.71897,46.85802,13.236047107014848
86.72122,46.86371,13.261648745519713
86.72358,46.86968,13.287250384024576
86.72599,46.87577,13.31285202252944
86.72831,46.88167,13.338453661034306
86.73061,46.88748,13.364055299539169
86.73298,46.89348,13.389656938044034
86.73539,46.89958,13.415258576548899
86.73768,46.90536,13.440860215053762
86.73992,46.91102,13.466461853558627
86.74226,46.91696,13.49206349206349
86.74467,46.92305,13.517665130568355
86.74703,46.92903,13.54326676907322
86.74938,46.93496,13.568868407578083
86.75169,46.94082,13.594470046082948
86.754,46.94666,13.620071684587813
86.75635,46.9526,13.645673323092677
86.75871,46.95858,13.671274961597542
86.76107,46.96454,13.696876600102406
86.76342,46.9705,13.72247823860727
86.76574,46.97635,13.748079877112135
86.76803,46.98216,13.773681515616998
86.77032,46.98796,13.799283154121863
86.77261,46.99375,13.824884792626728
86.77499,46.99977,13.850486431131591
86.77743,47.00594,13.876088069636456
86.7798,47.01193,13.90168970814132
86.78213,47.01784,13.927291346646184
86.78442,47.02362,13.952892985151049
86.78669,47.02935,13.978494623655912
86.78904,47.03531,14.004096262160777
86.79144,47.04139,14.029697900665642
86.79379,47.04733,14.055299539170505
86.79611,47.05321,14.08090117767537
86.79842,47.05904,14.106502816180235
86.80071,47.06485,14.132104454685098
86.80307,47.07082,14.157706093189963
86.80547,47.07689,14.183307731694827
86.80782,47.08283,14.208909370199692
86.81015,47.08872,14.234511008704557
86.81246,47.09458,14.26011264720942
86.81477,47.10042,14.285714285714285
86.81707,47.10623,14.31131592421915
86.81936,47.11203,14.336917562724013
86.82179,47.11817,14.362519201228878
86.82431,47.12455,14.388120839733743
86.8266,47.13034,14.413722478238606
86.8288,47.1359,14.439324116743471
86.83104,47.14159,14.464925755248334
86.83333,47.14738,14.490527393753199
86.83573,47.15345,14.516129032258064
86.83823,47.15978,14.541730670762927
86.84061,47.1658,14.567332309267792
86.84293,47.17167,14.592933947772657
86.84522,47.17746,14.61853558627752
86.8475,47.18322,14.644137224782385
86.8498,47.18904,14.669738863287249
86.85212,47.1949,14.695340501792113
86.85448,47.20088,14.720942140296978
86.85687,47.20694,14.746543778801842
86.85922,47.21287,14.772145417306707
86.86153,47.21872,14.797747055811572
86.86386,47.22463,14.823348694316435
86.86622,47.23058,14.8489503328213
86.86855,47.23647,14.874551971326165
86.87086,47.24234,14.900153609831028
86.87323,47.24832,14.925755248335893
86.87562,47.25437,14.951356886840756
86.87793,47.26022,14.976958525345621
86.88021,47.26597,15.002560163850486
86.88253,47.27185,15.02816180235535
86.88488,47.27781,15.053763440860214
86.88726,47.28382,15.079365079365079
86.88965,47.28987,15.104966717869942
86.89199,47.29578,15.130568356374807
86.8943,47.30163,15.15616999487967
86.89661,47.30747,15.181771633384535
86.89891,47.31329,15.2073732718894
86.90121,47.31913,15.232974910394264
86.90352,47.32497,15.258576548899129
86.90589,47.33096,15.284178187403993
86.90831,47.33707,15.309779825908857
86.91066,47.34304,15.335381464413722
86.91299,47.34892,15.360983102918587
86.91533,47.35483,15.38658474142345
86.91767,47.36076,15.412186379928315
86.91997,47.36659,15.437788018433178
86.92226,47.37236,15.463389656938043
86.9246,47.37829,15.488991295442908
86.92699,47.38433,15.514592933947771
86.92932,47.39023,15.540194572452636
86.93161,47.39602,15.565796210957501
86.93399,47.40206,15.591397849462364
86.93645,47.40829,15.61699948796723
86.93875,47.41411,15.642601126472092
86.94098,47.41973,15.668202764976957
86.94325,47.42548,15.693804403481822
86.94556,47.43132,15.719406041986685
86.94797,47.43743,15.74500768049155
86.95047,47.44375,15.770609318996415
86.9528,47.44965,15.796210957501279
86.95506,47.45536,15.821812596006144
86.95734,47.46114,15.847414234511009
86.95965,47.46697,15.873015873015872
86.96199,47.4729,15.898617511520737
86.96437,47.47892,15.9242191500256
86.96674,47.48491,15.949820788530465
86.9691,47.4909,15.97542242703533
86.97141,47.49673,16.001024065540193
86.97368,47.50249,16.026625704045056
86.97603,47.50842,16.052227342549923
86.97843,47.5145,16.077828981054786
86.98078,47.52045,16.10343061955965
86.9831,47.52631,16.129032258064516
86.98543,47.53221,16.15463389656938
86.98777,47.53813,16.180235535074242
86.99008,47.54396,16.20583717357911
86.99236,47.54973,16.231438812083972
86.99471,47.55569,16.257040450588836
86.99715,47.56185,16.282642089093702
86.99948,47.56776,16.308243727598565
87.00175,47.57349,16.33384536610343
87.00407,47.57937,16.359447004608295
87.00645,47.58538,16.38504864311316
87.0088,47.59134,16.41065028161802
87.01114,47.59726,16.43625192012289
87.01348,47.60316,16.46185355862775
87.0158,47.60904,16.487455197132615
87.01812,47.61491,16.513056835637478
87.02044,47.62078,16.538658474142345
87.0228,47.62676,16.564260112647208
87.0252,47.63282,16.58986175115207
87.02754,47.63874,16.615463389656938
87.02983,47.64454,16.6410650281618
87.03214,47.65039,16.666666666666664
87.03447,47.65627,16.69226830517153
87.03681,47.6622,16.717869943676394
87.03917,47.66818,16.743471582181257
87.04153,47.67414,16.769073220686124
87.04389,47.6801,16.794674859190987
87.0462,47.68596,16.82027649769585
87.04849,47.69175,16.845878136200717
87.05085,47.69773,16.87147977470558
87.05327,47.70386,16.897081413210444
87.05559,47.70971,16.922683051715307
87.05782,47.71536,16.948284690220174
87.06012,47.72117,16.973886328725037
87.06247,47.72713,16.9994879672299
87.06486,47.73318,17.025089605734767
87.06728,47.73929,17.05069124423963
87.06963,47.74525,17.076292882744493
87.07194,47.75108,17.10189452124936
87.07423,47.75687,17.127496159754223
87.0765,47.76263,17.153097798259086
87.07885,47.76857,17.178699436763953
87.08127,47.77469,17.204301075268816
87.08364,47.78069,17.22990271377368
87.08598,47.7866,17.255504352278546
87.08828,47.79243,17.28110599078341
87.09056,47.7982,17.306707629288272
87.0929,47.80412,17.33230926779314
87.0953,47.81019,17.357910906298002
87.09764,47.81611,17.383512544802866
87.09993,47.8219,17.40911418330773
87.10224,47.82774,17.434715821812595
87.10456,47.83361,17.46031746031746
87.10691,47.83957,17.485919098822322
87.10931,47.84564,17.51152073732719
87.11168,47.85162,17.537122375832052
87.11401,47.85753,17.562724014336915
87.11632,47.86337,17.58832565284178
87.11861,47.86917,17.613927291346645
87.12093,47.87503,17.639528929851508
87.12328,47.88097,17.665130568356375
87.12565,47.88698,17.690732206861238
87.12805,47.89305,17.7163338453661
87.13041,47.89902,17.741935483870968
87.13274,47.90491,17.76753712237583
87.13504,47.91073,17.793138760880694
87.13732,47.91649,17.81874039938556
87.1396,47.92228,17.844342037890424
87.1419,47.92809,17.869943676395287
87.14428,47.93411,17.89554531490015
87.14677,47.9404,17.921146953405017
87.14949,47.94688,17.94674859190988
87.1524,47.95351,17.972350230414744
87.15818,47.96426,17.99795186891961
87.16684,47.97916,18.023553507424474
87.18341,48.00578,18.049155145929337
87.20689,48.04263,18.074756784434204
87.237,48.09308,18.100358422939067
87.27347,48.15653,18.12596006144393
87.30463,48.22499,18.151561699948797
87.32974,48.29916,18.17716333845366
87.33566,48.36299,18.202764976958523
87.32435,48.41753,18.22836661546339
87.30006,48.46634,18.253968253968253
87.25965,48.508,18.279569892473116
87.21655,48.54538,18.305171530977983
87.17039,48.57793,18.330773169482846
87.12666,48.60543,18.35637480798771
87.08581,48.62689,18.381976446492573
87.04315,48.64084,18.40757808499744
86.99784,48.64392,18.433179723502302
86.94575,48.63414,18.458781362007166
86.88738,48.61248,18.484383000512032
86.81315,48.5774,18.509984639016896
86.72019,48.52646,18.53558627752176
86.61699,48.4662,18.561187916026626
86.50427,48.39726,18.58678955453149
86.396,48.33141,18.612391193036352
86.29153,48.26819,18.63799283154122
86.19715,48.21769,18.663594470046082
86.11255,48.1795,18.689196108550945
86.03559,48.15327,18.714797747055812
85.9681,48.14184,18.740399385560675
85.90719,48.13895,18.766001024065538
85.85506,48.14745,18.791602662570405
85.8123,48.16085,18.817204301075268
85.77733,48.17834,18.84280593958013
85.74412,48.19753,18.868407578084994
85.71285,48.21858,18.89400921658986
85.67954,48.24222,18.919610855094724
85.64339,48.26949,18.945212493599588
85.60271,48.30285,18.970814132104454
85.55729,48.34259,18.996415770609318
85.50418,48.39258,19.02201740911418
85.4433,48.45292,19.047619047619047
85.3776,48.52328,19.07322068612391
85.30704,48.60376,19.098822324628774
85.22988,48.70013,19.12442396313364
85.14183,48.8227,19.150025601638504
85.05442,48.95174,19.175627240143367
84.96774,49.0881,19.201228878648234
84.87729,49.21889,19.226830517153097
84.7823,49.34299,19.25243215565796
84.68149,49.44535,19.278033794162827
84.57462,49.52518,19.30363543266769
84.46496,49.58692,19.329237071172553
84.35203,49.62741,19.354838709677416
84.24735,49.65725,19.380440348182283
84.15213,49.67487,19.406041986687146
84.06568,49.69464,19.43164362519201
83.98902,49.7168,19.457245263696876
83.92478,49.75207,19.48284690220174
83.8711,49.79848,19.508448540706603
83.82514,49.85736,19.53405017921147
83.78861,49.93151,19.559651817716333
83.75244,50.00559,19.585253456221196
83.71676,50.07955,19.610855094726062
83.67091,50.14267,19.636456733230926
83.61025,50.18999,19.66205837173579
83.54175,50.22183,19.687660010240656
