electrode,cluster,spiketime
2.0,16.0,292.281195
2.0,16.0,292.28984
2.0,16.0,292.290085
2.0,16.0,292.29148
2.0,16.0,292.293825
2.0,16.0,292.29704
2.0,16.0,292.32029
2.0,16.0,292.321695
2.0,18.0,292.323395
2.0,18.0,292.32495
2.0,19.0,292.32683
2.0,16.0,292.35514
2.0,16.0,292.35656
2.0,14.0,292.383335
2.0,9.0,292.394075
2.0,9.0,292.394285
2.0,9.0,292.39829
2.0,20.0,292.432495
2.0,20.0,292.434845
2.0,9.0,292.503085
2.0,4.0,292.505035
2.0,9.0,292.5052
2.0,20.0,292.50801
2.0,19.0,292.52082
2.0,19.0,292.523135
2.0,19.0,292.52769
2.0,20.0,292.530955
2.0,19.0,292.576215
2.0,19.0,292.578795
2.0,19.0,292.57901
2.0,14.0,292.598155
2.0,4.0,292.59873
2.0,4.0,292.602035
2.0,4.0,292.61815
2.0,14.0,292.618925
2.0,14.0,292.61977
2.0,14.0,292.6202
2.0,19.0,292.620405
2.0,4.0,292.622925
2.0,4.0,292.62321
2.0,9.0,292.642955
2.0,19.0,292.65399
2.0,19.0,292.656855
2.0,19.0,292.657345
2.0,19.0,292.6952
2.0,4.0,292.69685
2.0,17.0,292.69952
2.0,4.0,292.7043
2.0,9.0,292.71531
2.0,9.0,292.71633
2.0,9.0,292.717
2.0,4.0,292.720935
2.0,4.0,292.736745
2.0,4.0,292.744035
2.0,14.0,292.7531
2.0,16.0,292.765575
2.0,4.0,292.765815
2.0,4.0,292.777985
2.0,9.0,292.778165
2.0,9.0,292.795485
2.0,14.0,292.813745
2.0,20.0,292.816175
2.0,20.0,292.81634
2.0,16.0,292.81874
2.0,16.0,292.820205
2.0,19.0,292.826515
2.0,13.0,292.845165
2.0,19.0,292.881805
2.0,19.0,292.884995
2.0,19.0,292.898515
2.0,19.0,292.964715
2.0,14.0,292.97948
2.0,19.0,292.98123
2.0,19.0,292.98151
2.0,20.0,293.02713
2.0,13.0,293.03345
2.0,16.0,293.041725
2.0,20.0,293.056875
2.0,4.0,293.11706
2.0,19.0,293.11794
2.0,20.0,293.133935
2.0,20.0,293.135485
2.0,16.0,293.13816
2.0,4.0,293.15707
2.0,4.0,293.157355
2.0,19.0,293.168325
2.0,14.0,293.175575
2.0,14.0,293.187995
2.0,4.0,293.19355
2.0,9.0,293.19372
2.0,4.0,293.208135
2.0,4.0,293.2092
2.0,9.0,293.2094
2.0,4.0,293.2115
2.0,19.0,293.21934
2.0,14.0,293.22444
2.0,4.0,293.229335
2.0,4.0,293.231085
2.0,4.0,293.326635
2.0,9.0,293.32875
2.0,9.0,293.32953
2.0,20.0,293.3836
2.0,20.0,293.38543
2.0,16.0,293.40342
2.0,16.0,293.40473
2.0,16.0,293.40645
2.0,20.0,293.417865
2.0,20.0,293.42154
2.0,16.0,293.444675
2.0,16.0,293.44569
2.0,20.0,293.46661
2.0,14.0,293.475165
2.0,16.0,293.491255
2.0,20.0,293.541435
2.0,13.0,293.548165
2.0,20.0,293.55803
2.0,20.0,293.565125
2.0,16.0,293.57634
2.0,20.0,293.615325
2.0,20.0,293.63566
2.0,16.0,293.64453
2.0,14.0,293.703845
2.0,14.0,293.76604
2.0,14.0,293.800785
2.0,20.0,293.83794
2.0,13.0,293.84719
2.0,13.0,293.84865
2.0,13.0,293.84884
2.0,13.0,293.851045
2.0,13.0,293.88054
2.0,13.0,293.888265
2.0,13.0,293.898975
2.0,13.0,293.903245
2.0,9.0,293.921295
2.0,16.0,293.953895
2.0,16.0,293.954265
2.0,13.0,294.01552
2.0,13.0,294.020485
2.0,20.0,294.079745
2.0,13.0,294.15236
2.0,13.0,294.154345
2.0,13.0,294.23503
2.0,13.0,294.237205
2.0,13.0,294.239415
2.0,13.0,294.250175
2.0,13.0,294.27438
2.0,20.0,294.29917
2.0,20.0,294.300495
2.0,20.0,294.336865
2.0,16.0,294.33981
2.0,16.0,294.34069
2.0,11.0,294.349675
2.0,13.0,294.4316
2.0,19.0,294.494895
2.0,20.0,294.515565
2.0,20.0,294.54596
2.0,13.0,294.55739
2.0,13.0,294.56052
2.0,13.0,294.56524
2.0,13.0,294.572005
2.0,13.0,294.58563
2.0,19.0,294.60552
2.0,19.0,294.61157
2.0,14.0,294.61261
2.0,19.0,294.663295
2.0,14.0,294.670255
2.0,19.0,294.704015
2.0,19.0,294.76218
2.0,19.0,294.76288
2.0,19.0,294.79511
2.0,19.0,294.79807
2.0,16.0,294.802265
2.0,16.0,294.80416
2.0,19.0,294.808715
2.0,14.0,294.813965
2.0,11.0,294.818785
2.0,17.0,294.8199
2.0,11.0,294.82032
2.0,11.0,294.82273
2.0,19.0,294.86754
2.0,19.0,294.869275
2.0,19.0,294.881175
2.0,19.0,294.882995
2.0,19.0,294.8855
2.0,19.0,294.92018
2.0,19.0,295.01117
2.0,14.0,295.017065
2.0,19.0,295.02321
2.0,19.0,295.024035
2.0,19.0,295.02587
2.0,19.0,295.02959
2.0,14.0,295.031065
2.0,4.0,295.034285
2.0,19.0,295.03503
2.0,19.0,295.04894
2.0,19.0,295.096045
2.0,19.0,295.19647
2.0,19.0,295.19745
2.0,19.0,295.20454
2.0,19.0,295.205605
2.0,4.0,295.20634
2.0,14.0,295.20858
2.0,20.0,295.209355
2.0,16.0,295.21302
2.0,13.0,295.25284
2.0,14.0,295.25817
2.0,14.0,295.258965
2.0,19.0,295.260765
2.0,13.0,295.305495
2.0,13.0,295.309315
2.0,13.0,295.31011
2.0,13.0,295.319625
2.0,13.0,295.32259
2.0,13.0,295.323095
2.0,13.0,295.3245
2.0,13.0,295.326475
2.0,13.0,295.329105
2.0,13.0,295.330685
2.0,13.0,295.331625
2.0,13.0,295.33178
2.0,13.0,295.33526
2.0,13.0,295.337155
2.0,13.0,295.34002
2.0,13.0,295.3455
2.0,13.0,295.34737
2.0,13.0,295.348505
2.0,13.0,295.3533
2.0,13.0,295.35453
2.0,13.0,295.357125
2.0,13.0,295.358025
2.0,13.0,295.359555
2.0,13.0,295.363555
2.0,14.0,295.374085
2.0,14.0,295.37721
2.0,13.0,295.37971
2.0,14.0,295.39699
2.0,14.0,295.40253
2.0,20.0,295.406085
2.0,20.0,295.40864
2.0,16.0,295.412125
2.0,16.0,295.413375
2.0,13.0,295.45528
2.0,13.0,295.489595
2.0,13.0,295.492335
2.0,13.0,295.50568
2.0,13.0,295.51015
2.0,13.0,295.513275
2.0,20.0,295.54148
2.0,20.0,295.542525
2.0,20.0,295.543765
2.0,20.0,295.54711
2.0,16.0,295.55003
2.0,14.0,295.5718
2.0,13.0,295.57278
2.0,13.0,295.589965
2.0,14.0,295.634425
2.0,20.0,295.64409
2.0,13.0,295.694365
2.0,10.0,295.72133
2.0,9.0,295.73289
2.0,9.0,295.73312
2.0,9.0,295.736
2.0,16.0,295.73788
2.0,16.0,295.73914
2.0,19.0,295.744165
2.0,13.0,295.779195
2.0,13.0,295.785935
2.0,13.0,295.79479
2.0,13.0,295.795935
2.0,13.0,295.804995
2.0,13.0,295.80567
2.0,13.0,295.80771
2.0,2.0,295.88204
2.0,16.0,295.898115
2.0,16.0,295.89902
2.0,16.0,295.899515
2.0,20.0,295.901425
2.0,19.0,296.00646
2.0,10.0,296.02469
2.0,10.0,296.025955
2.0,14.0,296.09895
2.0,18.0,296.104015
2.0,11.0,296.105805
2.0,11.0,296.12007
2.0,11.0,296.12115
2.0,19.0,296.28045
2.0,19.0,296.28606
2.0,19.0,296.286345
2.0,16.0,296.304055
2.0,16.0,296.30511
2.0,16.0,296.306155
2.0,19.0,296.314975
2.0,19.0,296.316365
2.0,14.0,296.32158
2.0,13.0,296.357755
2.0,13.0,296.405855
2.0,14.0,296.44458
2.0,10.0,296.456355
2.0,7.0,296.46484
2.0,7.0,296.469775
2.0,19.0,296.531405
2.0,19.0,296.55163
2.0,6.0,296.60844
2.0,19.0,296.620205
2.0,13.0,296.621425
2.0,13.0,296.666205
2.0,13.0,296.67465
2.0,13.0,296.674855
2.0,13.0,296.691775
2.0,13.0,296.6933
2.0,13.0,296.698915
2.0,13.0,296.69917
2.0,13.0,296.706355
2.0,13.0,296.70788
2.0,13.0,296.709715
2.0,20.0,296.75669
2.0,20.0,296.759335
2.0,16.0,296.76383
2.0,13.0,296.78652
2.0,19.0,296.827245
2.0,7.0,296.83048
2.0,13.0,296.83324
2.0,13.0,296.876545
2.0,20.0,296.87843
2.0,20.0,296.88481
2.0,13.0,296.91244
2.0,20.0,296.94087
2.0,20.0,296.94294
2.0,19.0,296.94627
2.0,13.0,296.967045
2.0,13.0,297.009845
2.0,13.0,297.010235
2.0,13.0,297.032175
2.0,13.0,297.05018
2.0,6.0,297.099595
2.0,20.0,297.10965
2.0,16.0,297.11106
2.0,16.0,297.198885
2.0,19.0,297.200505
2.0,19.0,297.201225
2.0,19.0,297.20946
2.0,13.0,297.212755
2.0,13.0,297.273815
2.0,19.0,297.27813
2.0,19.0,297.28176
2.0,19.0,297.28438
2.0,19.0,297.287625
2.0,19.0,297.288795
2.0,19.0,297.290325
2.0,19.0,297.29107
2.0,19.0,297.2962
2.0,20.0,297.371115
2.0,19.0,297.378235
2.0,13.0,297.431765
2.0,13.0,297.458815
2.0,13.0,297.46245
2.0,19.0,297.483705
2.0,13.0,297.48405
2.0,13.0,297.488715
2.0,19.0,297.51836
2.0,19.0,297.537485
2.0,19.0,297.551635
2.0,16.0,297.562125
2.0,19.0,297.56258
2.0,19.0,297.573175
2.0,10.0,297.57795
2.0,20.0,297.57812
2.0,16.0,297.581645
2.0,16.0,297.58183
2.0,16.0,297.583685
2.0,19.0,297.589045
2.0,19.0,297.615595
2.0,19.0,297.619055
2.0,19.0,297.622455
2.0,19.0,297.62655
2.0,19.0,297.627185
2.0,19.0,297.64138
2.0,19.0,297.646995
2.0,20.0,297.678215
2.0,20.0,297.68069
2.0,16.0,297.685585
2.0,13.0,297.713035
2.0,19.0,297.726695
2.0,19.0,297.72796
2.0,14.0,297.733315
2.0,14.0,297.73417
2.0,19.0,297.740685
2.0,19.0,297.743425
2.0,19.0,297.750095
2.0,13.0,297.76855
2.0,13.0,297.78947
2.0,13.0,297.80639
2.0,13.0,297.806665
2.0,13.0,297.80799
2.0,13.0,297.80975
2.0,13.0,297.81096
2.0,13.0,297.81149
2.0,13.0,297.827205
2.0,20.0,297.855095
2.0,20.0,297.855415
2.0,20.0,297.856575
2.0,13.0,297.88277
2.0,13.0,297.886655
2.0,13.0,297.88907
2.0,13.0,297.890695
2.0,13.0,297.89201
2.0,13.0,297.8925
2.0,13.0,297.89398
2.0,13.0,297.89732
2.0,13.0,297.89751
2.0,13.0,297.90026
2.0,13.0,297.905755
2.0,13.0,297.906625
2.0,13.0,297.906825
2.0,13.0,297.91033
2.0,13.0,297.923655
2.0,13.0,297.926805
2.0,13.0,297.929405
2.0,13.0,297.930095
2.0,13.0,297.933455
2.0,13.0,297.95266
2.0,13.0,297.956935
2.0,20.0,297.965595
2.0,13.0,297.965995
2.0,13.0,297.96788
2.0,13.0,297.96964
2.0,13.0,297.969915
2.0,13.0,297.97417
2.0,13.0,297.97652
2.0,13.0,297.97681
2.0,13.0,297.978085
2.0,13.0,297.98767
2.0,13.0,297.992225
2.0,13.0,297.993595
2.0,13.0,297.99608
2.0,13.0,297.998815
2.0,13.0,298.0
2.0,13.0,298.00448
2.0,13.0,298.00538
2.0,13.0,298.00829
2.0,13.0,298.015865
2.0,13.0,298.023685
2.0,7.0,298.02593
2.0,13.0,298.042725
2.0,13.0,298.044705
2.0,13.0,298.046135
2.0,13.0,298.04721
2.0,13.0,298.047965
2.0,14.0,298.050225
2.0,20.0,298.05174
2.0,14.0,298.053535
2.0,16.0,298.058575
2.0,16.0,298.0592
2.0,18.0,298.064685
2.0,18.0,298.065855
2.0,11.0,298.073875
2.0,13.0,298.08155
2.0,13.0,298.08389
2.0,16.0,298.090545
2.0,14.0,298.11132
2.0,20.0,298.1115
2.0,18.0,298.1885
2.0,19.0,298.21264
2.0,10.0,298.223755
2.0,9.0,298.24928
2.0,16.0,298.25251
2.0,16.0,298.253735
2.0,20.0,298.308735
2.0,20.0,298.313275
2.0,13.0,298.33158
2.0,13.0,298.33479
2.0,13.0,298.363625
2.0,13.0,298.42499
2.0,13.0,298.46211
2.0,20.0,298.478515
2.0,19.0,298.513475
2.0,19.0,298.51558
2.0,9.0,298.555585
2.0,9.0,298.55622
2.0,16.0,298.573305
2.0,16.0,298.574025
2.0,19.0,298.592205
2.0,16.0,298.60034
2.0,16.0,298.60101
2.0,16.0,298.601995
2.0,16.0,298.60237
2.0,14.0,298.62469
2.0,20.0,298.648055
2.0,20.0,298.64883
2.0,20.0,298.649765
2.0,18.0,298.654685
2.0,18.0,298.655685
2.0,18.0,298.65666
2.0,20.0,298.665605
2.0,19.0,298.68655
2.0,13.0,298.695715
2.0,9.0,298.721255
2.0,10.0,298.74093
2.0,10.0,298.744525
2.0,20.0,298.84006
2.0,20.0,298.879785
2.0,17.0,298.891125
2.0,19.0,298.903275
2.0,19.0,298.91158
2.0,16.0,298.92592
2.0,9.0,298.928285
2.0,19.0,298.930345
2.0,16.0,298.976675
2.0,16.0,298.9783
2.0,6.0,298.97854
2.0,16.0,298.982945
2.0,6.0,298.984225
2.0,16.0,299.00375
2.0,16.0,299.005065
2.0,16.0,299.006695
2.0,19.0,299.02847
2.0,19.0,299.0306
2.0,9.0,299.03079
2.0,9.0,299.035
2.0,9.0,299.03514
2.0,4.0,299.037125
2.0,9.0,299.03865
2.0,14.0,299.04058
2.0,9.0,299.040755
2.0,19.0,299.04467
2.0,19.0,299.045995
2.0,19.0,299.04712
2.0,19.0,299.048085
2.0,19.0,299.060695
2.0,19.0,299.06083
2.0,14.0,299.076595
2.0,20.0,299.08172
2.0,6.0,299.082255
2.0,16.0,299.08249
2.0,4.0,299.08937
2.0,9.0,299.10441
2.0,20.0,299.11503
2.0,9.0,299.14172
2.0,4.0,299.14205
2.0,9.0,299.14221
2.0,9.0,299.151095
2.0,9.0,299.154945
2.0,9.0,299.170025
2.0,4.0,299.18503
2.0,4.0,299.185195
2.0,4.0,299.187255
2.0,9.0,299.19209
2.0,9.0,299.20539
2.0,18.0,299.20825
2.0,6.0,299.36646
2.0,2.0,299.38339
2.0,19.0,299.387595
2.0,19.0,299.388325
2.0,19.0,299.38879
2.0,19.0,299.39018
2.0,16.0,299.415335
2.0,20.0,299.41727
2.0,9.0,299.463545
2.0,16.0,299.48921
2.0,20.0,299.516305
2.0,20.0,299.518035
2.0,16.0,299.543835
2.0,20.0,299.549365
2.0,20.0,299.550405
2.0,18.0,299.6259
2.0,11.0,299.63845
2.0,7.0,299.642635
2.0,17.0,299.643335
2.0,11.0,299.64507
2.0,17.0,299.65037
2.0,17.0,299.652195
2.0,11.0,299.652625
2.0,17.0,299.653065
2.0,11.0,299.65331
2.0,17.0,299.65361
2.0,11.0,299.65448
2.0,16.0,299.654745
2.0,11.0,299.655065
2.0,11.0,299.656585
2.0,10.0,299.701075
2.0,10.0,299.702435
2.0,13.0,299.729825
2.0,19.0,299.752245
2.0,14.0,299.766595
2.0,19.0,299.79868
2.0,19.0,299.805375
2.0,6.0,299.80631
2.0,6.0,299.81722
2.0,19.0,299.86083
2.0,4.0,299.89844
2.0,4.0,299.900375
2.0,16.0,299.901145
2.0,9.0,299.90884
2.0,19.0,299.909625
2.0,19.0,299.913075
2.0,19.0,299.914895
2.0,4.0,299.916685
2.0,19.0,299.931625
2.0,19.0,299.93239
2.0,14.0,299.93358
2.0,14.0,299.93428
2.0,4.0,299.936745
2.0,9.0,299.93817
2.0,4.0,299.939555
2.0,9.0,299.93977
2.0,16.0,299.9569
2.0,16.0,299.959775
2.0,16.0,299.96064
2.0,9.0,299.99392
2.0,4.0,299.99545
2.0,19.0,299.996435
2.0,16.0,300.026255
2.0,18.0,300.0328
2.0,20.0,300.033905
2.0,18.0,300.036995
2.0,16.0,300.038805
2.0,16.0,300.040285
2.0,16.0,300.043685
2.0,20.0,300.049805
2.0,14.0,300.05008
2.0,6.0,300.064005
2.0,9.0,300.06689
2.0,9.0,300.067045
2.0,14.0,300.073965
2.0,14.0,300.07601
2.0,19.0,300.080295
2.0,9.0,300.08653
2.0,19.0,300.08702
2.0,19.0,300.087485
2.0,19.0,300.089755
2.0,19.0,300.09347
2.0,19.0,300.09372
2.0,13.0,300.11166
2.0,16.0,300.155825
2.0,16.0,300.15685
2.0,16.0,300.157195
2.0,18.0,300.167975
2.0,14.0,300.174165
2.0,4.0,300.217095
2.0,4.0,300.24762
2.0,4.0,300.25146
2.0,9.0,300.25163
2.0,4.0,300.25327
2.0,4.0,300.253955
2.0,4.0,300.25498
2.0,14.0,300.25643
2.0,14.0,300.27225
2.0,13.0,300.30008
2.0,19.0,300.33558
2.0,19.0,300.339955
2.0,9.0,300.35011
2.0,9.0,300.35026
2.0,19.0,300.35578
2.0,14.0,300.359275
2.0,9.0,300.359435
2.0,9.0,300.360855
2.0,9.0,300.36102
2.0,4.0,300.369765
2.0,16.0,300.38085
2.0,16.0,300.382185
2.0,19.0,300.39958
2.0,9.0,300.421145
2.0,9.0,300.421515
2.0,9.0,300.44168
2.0,9.0,300.443345
2.0,19.0,300.44729
2.0,19.0,300.45134
2.0,4.0,300.464365
2.0,4.0,300.46589
2.0,19.0,300.46747
2.0,19.0,300.472975
2.0,13.0,300.483485
2.0,19.0,300.494185
2.0,19.0,300.501265
2.0,19.0,300.502765
2.0,19.0,300.532915
2.0,19.0,300.546915
2.0,19.0,300.552335
2.0,16.0,300.560675
2.0,16.0,300.56092
2.0,20.0,300.58432
2.0,6.0,300.61371
2.0,19.0,300.61455
2.0,7.0,300.62682
2.0,6.0,300.702045
2.0,6.0,300.703695
2.0,6.0,300.70803
2.0,9.0,300.709385
2.0,9.0,300.70953
2.0,9.0,300.72703
2.0,13.0,300.77193
2.0,4.0,300.773305
2.0,19.0,300.78358
2.0,19.0,300.78508
2.0,19.0,300.7953
2.0,19.0,300.795975
2.0,19.0,300.80066
2.0,19.0,300.80261
2.0,4.0,300.8064
2.0,4.0,300.809655
2.0,19.0,300.90098
2.0,19.0,300.902915
2.0,19.0,300.905255
2.0,20.0,300.913195
2.0,13.0,300.92963
2.0,19.0,300.932515
2.0,19.0,300.93453
2.0,9.0,300.93769
2.0,9.0,300.937885
2.0,16.0,300.939345
2.0,16.0,300.9406
2.0,16.0,300.94095
2.0,19.0,300.941405
2.0,16.0,300.94288
2.0,19.0,300.96559
2.0,14.0,300.969475
2.0,14.0,300.97787
2.0,19.0,300.989125
2.0,6.0,301.16267
2.0,16.0,301.1629
2.0,16.0,301.196285
2.0,16.0,301.19783
2.0,20.0,301.203625
2.0,13.0,301.208945
2.0,13.0,301.211695
2.0,13.0,301.23287
2.0,19.0,301.233055
2.0,20.0,301.29297
2.0,20.0,301.29313
2.0,20.0,301.29733
2.0,20.0,301.29891
2.0,19.0,301.3313
2.0,13.0,301.35459
2.0,20.0,301.389585
2.0,20.0,301.41672
2.0,13.0,301.443675
2.0,16.0,301.519005
2.0,16.0,301.52855
2.0,17.0,301.588255
2.0,19.0,301.59613
2.0,20.0,301.66686
2.0,16.0,301.667465
2.0,16.0,301.668335
2.0,16.0,301.669695
2.0,19.0,301.69712
2.0,19.0,301.698285
2.0,11.0,301.70773
2.0,11.0,301.70881
2.0,11.0,301.710365
2.0,11.0,301.711125
2.0,11.0,301.712395
2.0,17.0,301.71269
2.0,17.0,301.713785
2.0,11.0,301.714195
2.0,11.0,301.71514
2.0,11.0,301.71816
2.0,13.0,301.8193
2.0,16.0,301.847735
2.0,16.0,301.85129
2.0,18.0,301.872715
2.0,16.0,302.03392
2.0,16.0,302.034255
2.0,16.0,302.036545
2.0,20.0,302.070885
2.0,19.0,302.078675
2.0,19.0,302.07964
2.0,19.0,302.080145
2.0,13.0,302.08479
2.0,13.0,302.08636
2.0,10.0,302.08967
2.0,20.0,302.15582
2.0,19.0,302.156845
2.0,19.0,302.15738
2.0,19.0,302.159055
2.0,19.0,302.15993
2.0,19.0,302.16176
2.0,19.0,302.16467
2.0,16.0,302.24491
2.0,16.0,302.24686
2.0,16.0,302.260975
2.0,4.0,302.266475
2.0,4.0,302.26771
2.0,9.0,302.26792
2.0,9.0,302.26872
2.0,9.0,302.27024
2.0,11.0,302.29982
2.0,17.0,302.300265
2.0,10.0,302.307355
2.0,10.0,302.30804
2.0,10.0,302.30974
2.0,19.0,302.398395
2.0,13.0,302.40122
2.0,19.0,302.424945
2.0,19.0,302.439355
2.0,19.0,302.440455
2.0,19.0,302.443915
2.0,19.0,302.45123
2.0,19.0,302.45563
2.0,14.0,302.46052
2.0,14.0,302.46576
2.0,16.0,302.46666
2.0,19.0,302.46777
2.0,14.0,302.47236
2.0,19.0,302.492545
2.0,19.0,302.49778
2.0,20.0,302.504015
2.0,14.0,302.544525
2.0,19.0,302.545895
2.0,19.0,302.5483
2.0,19.0,302.553945
2.0,14.0,302.55437
2.0,14.0,302.55681
2.0,4.0,302.561385
2.0,4.0,302.56365
2.0,16.0,302.564485
2.0,16.0,302.56543
2.0,9.0,302.65599
2.0,9.0,302.657675
2.0,16.0,302.65824
2.0,10.0,302.65918
2.0,17.0,302.659555
2.0,4.0,302.660235
2.0,16.0,302.66069
2.0,16.0,302.68978
2.0,14.0,302.697245
2.0,19.0,302.707395
2.0,19.0,302.7107
2.0,4.0,302.715855
2.0,9.0,302.71603
2.0,16.0,302.74133
2.0,16.0,302.74242
2.0,16.0,302.74698
2.0,20.0,302.80406
2.0,17.0,302.80501
2.0,20.0,302.807315
2.0,18.0,302.825905
2.0,18.0,302.826795
2.0,18.0,302.827745
2.0,17.0,302.83199
2.0,20.0,302.832965
2.0,19.0,302.871775
2.0,19.0,302.874785
2.0,9.0,302.88473
2.0,16.0,302.89669
2.0,9.0,302.90294
2.0,14.0,302.960505
2.0,19.0,302.976715
2.0,19.0,302.978115
2.0,19.0,302.978525
2.0,19.0,302.98355
2.0,19.0,302.99017
2.0,11.0,302.998015
2.0,4.0,303.03874
2.0,4.0,303.03969
2.0,4.0,303.04085
2.0,4.0,303.06165
2.0,13.0,303.074115
2.0,17.0,303.185145
2.0,10.0,303.21815
2.0,10.0,303.218355
2.0,10.0,303.22049
2.0,10.0,303.22089
2.0,10.0,303.22377
2.0,10.0,303.26509
2.0,16.0,303.308355
2.0,16.0,303.30987
2.0,16.0,303.310885
2.0,16.0,303.31165
2.0,16.0,303.367385
2.0,19.0,303.36828
2.0,4.0,303.375075
2.0,4.0,303.380425
2.0,19.0,303.420855
2.0,19.0,303.43214
2.0,19.0,303.43264
2.0,19.0,303.43328
2.0,6.0,303.453305
2.0,6.0,303.453605
2.0,16.0,303.45604
2.0,16.0,303.45742
2.0,6.0,303.458465
2.0,6.0,303.464255
2.0,6.0,303.46587
2.0,4.0,303.471605
2.0,14.0,303.48663
2.0,14.0,303.48716
2.0,19.0,303.487835
2.0,19.0,303.490885
2.0,19.0,303.494455
2.0,13.0,303.499515
2.0,19.0,303.522875
2.0,14.0,303.52587
2.0,9.0,303.530985
2.0,9.0,303.531195
2.0,14.0,303.551515
2.0,14.0,303.55737
2.0,19.0,303.562655
2.0,19.0,303.564445
2.0,19.0,303.583105
2.0,19.0,303.588045
2.0,16.0,303.588515
2.0,19.0,303.58965
2.0,19.0,303.59005
2.0,19.0,303.63599
2.0,14.0,303.63707
2.0,14.0,303.65282
2.0,14.0,303.653855
2.0,9.0,303.65847
2.0,9.0,303.711625
2.0,19.0,303.732085
2.0,19.0,303.734875
2.0,19.0,303.74404
2.0,19.0,303.763385
2.0,19.0,303.76943
2.0,9.0,303.77925
2.0,9.0,303.782875
2.0,16.0,303.79073
2.0,19.0,303.79124
2.0,19.0,303.79332
2.0,13.0,303.801265
2.0,19.0,303.81765
2.0,19.0,303.81836
2.0,19.0,303.822345
2.0,19.0,303.83877
2.0,19.0,303.86203
2.0,19.0,303.862815
2.0,19.0,303.92506
2.0,19.0,303.9435
2.0,19.0,303.972605
2.0,19.0,303.989065
2.0,19.0,303.991665
2.0,19.0,304.007235
2.0,19.0,304.076915
2.0,19.0,304.12797
2.0,19.0,304.15603
2.0,19.0,304.215715
2.0,19.0,304.21819
2.0,20.0,304.32247
2.0,3.0,304.3352
2.0,3.0,304.33806
2.0,3.0,304.34006
2.0,19.0,304.3843
2.0,19.0,304.394735
2.0,19.0,304.422195
2.0,19.0,304.427695
2.0,19.0,304.428555
2.0,19.0,304.431355
2.0,19.0,304.46734
2.0,19.0,304.47725
2.0,13.0,304.483225
2.0,20.0,304.485675
2.0,20.0,304.48952
2.0,19.0,304.51505
2.0,19.0,304.532805
2.0,19.0,304.540335
2.0,19.0,304.54117
2.0,19.0,304.56351
2.0,19.0,304.590515
2.0,19.0,304.605305
2.0,19.0,304.608145
2.0,14.0,304.626055
2.0,14.0,304.63334
2.0,19.0,304.6489
2.0,20.0,304.68638
2.0,20.0,304.687795
2.0,16.0,304.69275
2.0,10.0,304.72083
2.0,11.0,304.72153
2.0,19.0,304.72463
2.0,19.0,304.764805
2.0,19.0,304.764995
2.0,19.0,304.768395
2.0,19.0,304.77232
2.0,19.0,304.783735
2.0,19.0,304.80338
2.0,20.0,304.8117
2.0,20.0,304.812365
2.0,19.0,304.81666
2.0,20.0,304.827005
2.0,16.0,304.847595
2.0,16.0,304.847785
2.0,20.0,304.86465
2.0,9.0,304.885565
2.0,16.0,304.88721
2.0,16.0,304.88757
2.0,9.0,304.887725
2.0,19.0,304.934835
2.0,16.0,304.940025
2.0,20.0,304.943915
2.0,9.0,304.983325
2.0,9.0,304.984475
2.0,9.0,304.98946
2.0,16.0,305.01291
2.0,16.0,305.013825
2.0,16.0,305.01476
2.0,16.0,305.018555
2.0,16.0,305.01876
2.0,4.0,305.03809
2.0,19.0,305.042155
2.0,4.0,305.04669
2.0,9.0,305.052765
2.0,16.0,305.054895
2.0,9.0,305.055495
2.0,4.0,305.056255
2.0,9.0,305.05747
2.0,16.0,305.059355
2.0,19.0,305.06044
2.0,19.0,305.06216
2.0,14.0,305.067365
2.0,14.0,305.068675
2.0,4.0,305.072465
2.0,9.0,305.07452
2.0,4.0,305.074735
2.0,4.0,305.076025
2.0,9.0,305.076175
2.0,9.0,305.082075
2.0,16.0,305.13196
2.0,9.0,305.1532
2.0,9.0,305.15994
2.0,14.0,305.161215
2.0,9.0,305.16194
2.0,9.0,305.162965
2.0,14.0,305.1775
2.0,9.0,305.191635
2.0,9.0,305.193605
2.0,9.0,305.19585
2.0,4.0,305.197105
2.0,4.0,305.198415
2.0,9.0,305.207135
2.0,18.0,305.23553
2.0,10.0,305.275105
2.0,10.0,305.27684
2.0,10.0,305.277615
2.0,19.0,305.323535
2.0,19.0,305.341395
2.0,14.0,305.34595
2.0,14.0,305.3536
2.0,20.0,305.36818
2.0,9.0,305.387855
2.0,4.0,305.388895
2.0,16.0,305.39733
2.0,16.0,305.39829
2.0,16.0,305.40116
2.0,6.0,305.40184
2.0,6.0,305.403295
2.0,16.0,305.421795
2.0,20.0,305.42482
2.0,13.0,305.43892
2.0,19.0,305.44438
2.0,19.0,305.44469
2.0,14.0,305.45751
2.0,4.0,305.45782
2.0,16.0,305.47829
2.0,20.0,305.498425
2.0,20.0,305.50006
2.0,20.0,305.537915
2.0,20.0,305.57623
2.0,19.0,305.609085
2.0,19.0,305.61187
2.0,19.0,305.6152
2.0,19.0,305.616775
2.0,19.0,305.62518
2.0,19.0,305.64585
2.0,9.0,305.675025
2.0,19.0,305.725295
2.0,16.0,305.737365
2.0,20.0,305.74345
2.0,20.0,305.74499
2.0,20.0,305.74716
2.0,16.0,305.753555
2.0,19.0,305.770775
2.0,19.0,305.774485
2.0,10.0,305.796185
2.0,10.0,305.79815
2.0,10.0,305.872825
2.0,9.0,305.88159
